names	uris
Manning, Kathleen Lockhart, 1890-1951	http://id.loc.gov/authorities/names/nr97020376
Manoloff, Bernice	http://id.loc.gov/authorities/names/no2008116277
Manoloff, Nick	http://id.loc.gov/authorities/names/nr00020850
Marais, Josef, 1905-1978	http://id.loc.gov/authorities/names/n87914124
Marais, Marin, 1656-1728	http://id.loc.gov/authorities/names/n81074744
Marble, Ed., 1846-1900	http://id.loc.gov/authorities/names/nr95044901
Marbot, Rolf, 1906-1974	http://id.loc.gov/authorities/names/n2015042350
Marcello, Alessandro, 1669-1747	http://id.loc.gov/authorities/names/n81072939
Marchetti, F. D. (Fermo Dante), 1876-1940	http://id.loc.gov/authorities/names/no98058362
Marcus, Sol, 1912-1976	http://id.loc.gov/authorities/names/nb99190350
Marden, Robert, 1908-	http://id.loc.gov/authorities/names/no99041158
Mares, Paul, 1900-1949	http://id.loc.gov/authorities/names/no93024839
Marion, George, 1899-1968	http://id.loc.gov/authorities/names/n86105732
Markes, Larry, 1921-1999	http://id.loc.gov/authorities/names/no2002100172
Marks, Berthold	
Marks, Edward B. (Edward Bennett), 1865-1945	http://id.loc.gov/authorities/names/no94028764
Marks, Gerald, 1900-1997	http://id.loc.gov/authorities/names/no98027951
Marks, J. Christopher	http://id.loc.gov/authorities/names/n2014068641
Marks, Johnny, 1909-1985	http://id.loc.gov/authorities/names/n99833934
Marks, Walter	http://id.loc.gov/authorities/names/n82037479
Markwell, Mark	http://id.loc.gov/authorities/names/no2007085266
Marliani, Marco Aurelio, 1805-1849	http://id.loc.gov/authorities/names/n86141657
Marple, Herbert B.	http://id.loc.gov/authorities/names/no2010167639
Marr, Alex	http://id.loc.gov/authorities/names/n92088892
Marsala, Joe, 1907-1978	http://id.loc.gov/authorities/names/n81134937
Marschal-Loepke, Grace, 1884-1976	http://id.loc.gov/authorities/names/no2009079951
Marsh, Donald S. (Donald Stuart), 1923-	http://id.loc.gov/authorities/names/no00068851
Marsh, Royal	http://id.loc.gov/authorities/names/no2008105211
Marshall, Charles, 1857-1927	http://id.loc.gov/authorities/names/n97063769
Marshall, Henry I.	http://id.loc.gov/authorities/names/n00114377
Marshall, Madeleine	http://id.loc.gov/authorities/names/no98096236
Martaine, G.	http://id.loc.gov/authorities/names/n97875277
Martens, Frederick Herman, 1874-1932	http://id.loc.gov/authorities/names/n50052451
Martin, David Stone	http://id.loc.gov/authorities/names/n50041492
Martin, Easthope, 1882-1925	http://id.loc.gov/authorities/names/no90012375
Martin, Freddy, 1906-1983	http://id.loc.gov/authorities/names/n82144221
Martin, George Dudley.	
Martin, George	
Martin, Guy	
Martin, Hazel	http://id.loc.gov/authorities/names/n86825730
Martin, Hugh	http://id.loc.gov/authorities/names/no98063692
Martin, Sam	http://id.loc.gov/authorities/names/no92016989
Marvell, Holt, 1901-1969	http://id.loc.gov/authorities/names/no94036870
Marx, Joseph, 1882-1964	http://id.loc.gov/authorities/names/n82040716
Mary White Slater	
Marzials, Theophilus, 1850-1920	http://id.loc.gov/authorities/names/n83066777
Mascagni, Pietro, 1863-1945	http://id.loc.gov/authorities/names/n79063307
Maschwitz, Eric, 1901-1969	http://id.loc.gov/authorities/names/n85151644
Masefield, John, 1878-1967	http://id.loc.gov/authorities/names/n80067094
Mason, William, 1829-1908	http://id.loc.gov/authorities/names/n84140563
Massenet, Jules, 1842-1912	http://id.loc.gov/authorities/names/n81023023
Massey, Eileen	http://id.loc.gov/authorities/names/no2015163715
Massey, Guy	http://id.loc.gov/authorities/names/n97873122
Masters, Edgar Lee, 1868-1950	http://id.loc.gov/authorities/names/n50044141
Masters, Frankie	http://id.loc.gov/authorities/names/n90671608
Mathews, W. S. B. (William Smythe Babcock), 1837-1912	http://id.loc.gov/authorities/names/n50043736
Matos Rodríguez, Gerardo Hernán, 1897-1948	http://id.loc.gov/authorities/names/n86870215
Matson, Vera	http://id.loc.gov/authorities/names/n2002027768
Matt	http://id.loc.gov/authorities/names/nr96034998
Matté, James	http://id.loc.gov/authorities/names/no2004107377
Mattei, Tito, 1841-1914	http://id.loc.gov/authorities/names/n82202102
Matteson, Maurice	http://id.loc.gov/authorities/names/no92014236
Matthew B. Brady	
Matthew xxv: 34-36	
Matthews, Geo. E.	
Matthews, H. Alexander (Harry Alexander), 1879-1973	http://id.loc.gov/authorities/names/no90011067
Matthisson, Friedrich von, 1761-1831	http://id.loc.gov/authorities/names/no2002058976
Mattingly, Jane M.	http://id.loc.gov/authorities/names/no2013102707
Mattullath, Alice	http://id.loc.gov/authorities/names/no93012521
Maxted, Billy, 1917-2001	http://id.loc.gov/authorities/names/no93024844
Maxwell, Robert, 1921-2012	http://id.loc.gov/authorities/names/n89673282
Maxwell, Thomas	http://id.loc.gov/authorities/names/n2013069837
May, D. M. H.	http://id.loc.gov/authorities/names/no94005326
Mayerl, Billy, 1902-1959	http://id.loc.gov/authorities/names/n81003161
Mayers, Benedict	
Mayes, J. B.	
Mayhams, Betty Bryant	
Mayhams, Norridge	http://id.loc.gov/authorities/names/n98072748
Mayhew, Billy, 1889-1951	http://id.loc.gov/authorities/names/no2008060908
Maynard, Paul	http://id.loc.gov/authorities/names/n84198894
Mayo, Fred	http://id.loc.gov/authorities/names/n2012009386
Mazas, F. (Féréol), 1782-1849	http://id.loc.gov/authorities/names/no89005507
McAfee, Cleland Boyd, 1866-1944	http://id.loc.gov/authorities/names/no95048677
McBroom, Amanda	http://id.loc.gov/authorities/names/no95032181
McCabe, James C.	http://id.loc.gov/authorities/names/n88006038
McCarron, Charles	http://id.loc.gov/authorities/names/n85157482
McCarron, Chas. R. (Charles R.), 1891-1919	http://id.loc.gov/authorities/names/no2003018361
McCarthy, Joseph, 1885-1943	http://id.loc.gov/authorities/names/no89004059
McCartney, Paul	http://id.loc.gov/authorities/names/n50012135
McConnell, Geo. B. (George Burnham), 1894-1982	http://id.loc.gov/authorities/names/no2001086693
McCree, Junie, 1865-1918	http://id.loc.gov/authorities/names/no2008096374
McDaniel, R. H.	http://id.loc.gov/authorities/names/no2010179690
McDermott, Louis W.	http://id.loc.gov/authorities/names/no2011090866
McGee, James W.	http://id.loc.gov/authorities/names/n2015010208
McGinley, Edward J.	http://id.loc.gov/authorities/names/no97030170
McGlennon, Felix, 1856-1943	http://id.loc.gov/authorities/names/nr2004035873
McGranahan, James	http://id.loc.gov/authorities/names/n92006703
McGrath, F. T.	
McGrath, Fulton	http://id.loc.gov/authorities/names/n2007033215
McHugh, Jimmy, 1894-1969	http://id.loc.gov/authorities/names/n81024655
McKenna, William J., 1881-1950	http://id.loc.gov/authorities/names/n92048879
McKenna, William R.	http://id.loc.gov/authorities/names/n82143943
McKennan, Leora Sage	
McKiernan, Joe	http://id.loc.gov/authorities/names/no2008147838
McKiernan, M. J.	
McKinney, B. B., 1886-1952	http://id.loc.gov/authorities/names/n85142894
McLaughlin, John, 1897-1968	http://id.loc.gov/authorities/names/no2003018362
McLean, Don, 1945-	http://id.loc.gov/authorities/names/n92033728
McLeod, Irene	http://id.loc.gov/authorities/names/no93036510
McNaughton, John Hugh, 1829-1891	http://id.loc.gov/authorities/names/no98013086
McNeil, J. Chas. (J. Charles), 1902-	http://id.loc.gov/authorities/names/nr97019756
McNeill, Donald P.	http://id.loc.gov/authorities/names/n81025263
McVea, Jack	http://id.loc.gov/authorities/names/n92097627
McWatters, Arthur J.	
Meacham, F. W.	http://id.loc.gov/authorities/names/n91090365
Meadows, Fred, 1912-	http://id.loc.gov/authorities/names/no2004054389
Mears, John Henry	http://id.loc.gov/authorities/names/no2009005837
Mears, O.S.	
Media, Jay	
Medora, J.	
Medtner, Nikolay Karlovich, 1880-1951	http://id.loc.gov/authorities/names/n80079451
Meen, George	http://id.loc.gov/authorities/names/n2012010710
Mehlinger, Artie	http://id.loc.gov/authorities/names/no2008070362
Meinken, Fred, 1882-1958	http://id.loc.gov/authorities/names/no2002112532
Melcher, Bertha Corbett	http://id.loc.gov/authorities/names/no96038552
Mellin, Robert	http://id.loc.gov/authorities/names/no2006011359
Mellish, Colonel, 1777-1817	
Melrose, Walter, 1889-1973	http://id.loc.gov/authorities/names/no2003036425
Melsher, Irving, 1906-1962	http://id.loc.gov/authorities/names/no2003029008
Melvill	
Melville, Herman, 1819-1891	http://id.loc.gov/authorities/names/n79006936
Mencher, Murray, 1898-1991	http://id.loc.gov/authorities/names/no90010579
Mendelssohn-Bartholdy, Felix, 1809-1847	http://id.loc.gov/authorities/names/n79139515
Mendoza, Roberto	http://id.loc.gov/authorities/names/n00037394
Menéndez, Nilo, 1902-1987	http://id.loc.gov/authorities/names/no94002173
Menzel, Fr.	http://id.loc.gov/authorities/names/no99012908
Mercadante, Saverio, 1795-1870	http://id.loc.gov/authorities/names/n80017831
Mercer, Johnny, 1909-1976	http://id.loc.gov/authorities/names/n82078485
Meredith, George, 1828-1909	http://id.loc.gov/authorities/names/n78096929
Merk, Joseph, 1795-1852	http://id.loc.gov/authorities/names/no92014946
Merkur, Jacob Louis, 1895-	http://id.loc.gov/authorities/names/nb2001007487
Meroff, Benny, 1901-1973	http://id.loc.gov/authorities/names/nb2001087086
Merriam, Lillie Fuller	http://id.loc.gov/authorities/names/no93036518
Merrill, Blanche	http://id.loc.gov/authorities/names/n85173113
Merrill, Bob	http://id.loc.gov/authorities/names/n85034887
Merritt, Babs Ryan	
Merritt, O. O., 1919-	http://id.loc.gov/authorities/names/no2007137057
Merritt	
Meskill, Jack, 1897-1973	http://id.loc.gov/authorities/names/no2007148648
Metcalf, John W., 1856-1926	http://id.loc.gov/authorities/names/no2004049781
Methfessel, A (Adolph), -1912	
Methven, Florence	http://id.loc.gov/authorities/names/no00056377
Meyer-Helmund, Erik, 1861-1932	http://id.loc.gov/authorities/names/no90005237
Meyer, George W., 1884-1959	http://id.loc.gov/authorities/names/n88051275
Meyer, Joseph, 1894-1987	http://id.loc.gov/authorities/names/n86071582
Meyer, Louis	http://id.loc.gov/authorities/names/no98133925
Meyerbeer, Giacomo, 1791-1864	http://id.loc.gov/authorities/names/n79140961
Mi͡askovskiĭ, N. (Nikolaĭ), 1881-1950	http://id.loc.gov/authorities/names/n80113097
Michaelis, Adrian	
mick	
Miersch, Paul Th., 1868-1956	http://id.loc.gov/authorities/names/no00101956
Mildenberg, Albert, 1878-1918	http://id.loc.gov/authorities/names/no2007080374
Millard, H. (Harrison), 1830-1895	http://id.loc.gov/authorities/names/n89612173
Millay, Edna St. Vincent, 1892-1950	http://id.loc.gov/authorities/names/n79062746
Miller Music	
Miller, Glenn, 1904-1944	http://id.loc.gov/authorities/names/n50033672
Miller, Harry S.	http://id.loc.gov/authorities/names/n2013010782
Miller, Ned, 1899-1990	http://id.loc.gov/authorities/names/no2008022686
Miller, Ollie	
Miller, Sidney, 1916-2004	http://id.loc.gov/authorities/names/no90003825
Miller, Sonny	http://id.loc.gov/authorities/names/no93021435
Mills, Irving, 1894-1985	http://id.loc.gov/authorities/names/n88621778
Mills, Kerry, 1869-1948	http://id.loc.gov/authorities/names/no92013229
Mills, Wilfrid, 1857-1938	http://id.loc.gov/authorities/names/no2009057276
Milos	
Milton, Jay, 1910-	http://id.loc.gov/authorities/names/no2004102648
Milton, John, 1608-1674	http://id.loc.gov/authorities/names/n78095532
Miners, Paul	
Mingo, Jules	
Mirovitch, Alfred	http://id.loc.gov/authorities/names/n85077124
Miska, Cliff	
Missud, Jean M.	http://id.loc.gov/authorities/names/n00114578
Mitchell, Albert Carlyle, 1893-1954	http://id.loc.gov/authorities/names/n2014033184
Mitchell, Samuel N., 1846-1905	http://id.loc.gov/authorities/names/no97034948
Mitchell, Sidney D., 1888-1942	http://id.loc.gov/authorities/names/n88132417
Mitchell, Teepee, 1915-1987	http://id.loc.gov/authorities/names/no2011196448
Mittell, Philipp, 1865-1943	http://id.loc.gov/authorities/names/no89005804
Mittenthal, Jos. (Joseph)	http://id.loc.gov/authorities/names/no2011037286
Mizzy, Vic, 1916-2009	http://id.loc.gov/authorities/names/no96057289
Modern Art Services	
Moeremans, L. (Leo), 1861-1937	http://id.loc.gov/authorities/names/no2007093201
Mohr, Halsey K.	http://id.loc.gov/authorities/names/no98020374
Mohr, Joseph, 1792-1848	http://id.loc.gov/authorities/names/n50001340
Mokrejs, John	http://id.loc.gov/authorities/names/no93036526
Molkenboer, Antoon, 1872-1960	http://id.loc.gov/authorities/names/n87821433
Moll, Billy, 1905-1968	http://id.loc.gov/authorities/names/no2006117989
Möller, Friedrich Wilhelm	http://id.loc.gov/authorities/names/n97112093
Molloy, J. L. (James L.), 1837-1909	http://id.loc.gov/authorities/names/n87144564
Monaco, James V., 1885-1945	http://id.loc.gov/authorities/names/no89013774
Monckton, Lionel, 1861-1924	http://id.loc.gov/authorities/names/n82208064
Monnot, Marguerite	http://id.loc.gov/authorities/names/nr95044570
Montgomery, James, 1882-1966	http://id.loc.gov/authorities/names/no93026346
Montgomery, Marshall	http://id.loc.gov/authorities/names/n87823958
Moody, Russell.	
Moore, Daniel	http://id.loc.gov/authorities/names/no2011062078
Moore, Donald Lee	http://id.loc.gov/authorities/names/nb2001005239
Moore, G. W. (George Washington), 1820-1909	http://id.loc.gov/authorities/names/nr2003031451
Moore, Glen	http://id.loc.gov/authorities/names/n94025784
Moore, John	
Moore, Phil, 1918-1987	http://id.loc.gov/authorities/names/no91017331
Moore, Raymon	http://id.loc.gov/authorities/names/n99284606
Moore, Thomas, 1779-1852	http://id.loc.gov/authorities/names/n79055409
Moquin, Al, 1881-1949	http://id.loc.gov/authorities/names/no98100721
Moraes, Vinícius de	http://id.loc.gov/authorities/names/n50006193
Moran, Eddie, 1871-1956	http://id.loc.gov/authorities/names/n92086647
Moray, Edward	http://id.loc.gov/authorities/names/n2013043421
Morbelli, Riccardo, 1907-1966	http://id.loc.gov/authorities/names/no2009073274
More, Julian	http://id.loc.gov/authorities/names/n85203952
Moréas, Jean, 1856-1910	http://id.loc.gov/authorities/names/n50016865
Morel-Retz, Louis Pierre Gabriel Bernard, 1825-1899	http://id.loc.gov/authorities/names/nr96023382
Morel, Gabriel	
Moreland, Charles	
Moreno, Larry	
Moret, Neil, 1878-1943	http://id.loc.gov/authorities/names/no91011464
Morey, Larry, 1905-1971	http://id.loc.gov/authorities/names/no97031768
Morgan, Carey, 1885-1960	http://id.loc.gov/authorities/names/no2002061802
Morgan, Code	
Morgan, Frances Tracy, 1842-1924	http://id.loc.gov/authorities/names/nr2001035104
Morgan, Helen Van Doorn, 1902-1986	http://id.loc.gov/authorities/names/no2007084671
Morgan, Helen	
Morgan, Jimmie	http://id.loc.gov/authorities/names/no2011146839
Morgan, Orlando	http://id.loc.gov/authorities/names/nb2001087696
Morgan, Russ, 1904-1969	http://id.loc.gov/authorities/names/n82078481
Morgan	
Morley, Christopher, 1890-1957	http://id.loc.gov/authorities/names/n50006133
Morris, C. H., Mrs., 1862-1929	http://id.loc.gov/authorities/names/no98027731
Morris, Edward, 1896-	http://id.loc.gov/authorities/names/no94001447
Morris, George Pope, 1802-1864	http://id.loc.gov/authorities/names/n82113976
Morris, Gouverneur, 1876-1953	http://id.loc.gov/authorities/names/n93048037
Morris, Lee	http://id.loc.gov/authorities/names/n85814804
Morrison, C. S.	http://id.loc.gov/authorities/names/no2002066114
Morrison, Mary	http://id.loc.gov/authorities/names/n85816452
Morse, Arthur Cleveland	http://id.loc.gov/authorities/names/no2003016943
Morse, Dolly, 1890-1953	http://id.loc.gov/authorities/names/no93013387
Morse, Theodore F., 1873-1924	http://id.loc.gov/authorities/names/no93019754
Moscheles, Ignaz, 1794-1870	http://id.loc.gov/authorities/names/n50007944
Moser, Chas.	
Mosher, Gertrude	
Mossman, Ted, 1910-1977	http://id.loc.gov/authorities/names/nb2001006007
Moten, Bennie, 1894-1935	http://id.loc.gov/authorities/names/n85031478
Mottier, J. P.	http://id.loc.gov/authorities/names/n2012077137
Moya	http://id.loc.gov/authorities/names/n2002071854
Moyle, Gilbert	http://id.loc.gov/authorities/names/no93010291
Mozart, Leopold, 1719-1787	http://id.loc.gov/authorities/names/n79127794
Mozart, Wolfgang Amadeus, 1756-1791	http://id.loc.gov/authorities/names/n80022788
Mueller, Gus, 1890-1965	http://id.loc.gov/authorities/names/no2008185693
Mugler Engraving Company	
Muir, Lewis F., 1884-1950	http://id.loc.gov/authorities/names/no2006010003
Mullan, Richard	
Mullen, John Richard	
Müller von Königswinter, Wolfgang, 1816-1873	http://id.loc.gov/authorities/names/n84075704
Müller, Adolf, 1801-1886	http://id.loc.gov/authorities/names/no92007580
Mundy, Jimmy	http://id.loc.gov/authorities/names/n95048922
Munn, Lawrence F.	
Munn, William A.	
Murphy, C. W.	http://id.loc.gov/authorities/names/n2007060559
Murphy, Stanley, 1875-1919	http://id.loc.gov/authorities/names/no2003033006
Murray, Emily	http://id.loc.gov/authorities/names/nr2007012681
Murray, James R. (James Ramsey), 1841-1905	http://id.loc.gov/authorities/names/nr92011127
Murray, John, 1906-1984	http://id.loc.gov/authorities/names/no96037463
Murry, Ted	http://id.loc.gov/authorities/names/no2006076240
Musgrove, Charles Hamilton	http://id.loc.gov/authorities/names/no2007158983
Mussorgsky, Modest Petrovich, 1839-1881	http://id.loc.gov/authorities/names/n79127149
Muth, Franz Alfred	http://id.loc.gov/authorities/names/no2003089682
Myers, Richard	http://id.loc.gov/authorities/names/n88617332
Myrow, Josef, 1910-1987	http://id.loc.gov/authorities/names/no97052185
N. P. S.	
Nachèz, Tivadar, 1859-1930	http://id.loc.gov/authorities/names/n92001299
Nadson, S. I͡A. (Semen I͡Akovlevich), 1862-1887	http://id.loc.gov/authorities/names/n85365900
Naginski, Charles, 1909-1940	http://id.loc.gov/authorities/names/no93037341
Nagler, Frank H.	http://id.loc.gov/authorities/names/n2015007362
Nagy, Gyula, 1926-	http://id.loc.gov/authorities/names/n84028063
Nahl, Charles Christian, 1818-1878	http://id.loc.gov/authorities/names/nr89014424
Nankivell, Frank A. (Frank Arthur), 1869-1959	http://id.loc.gov/authorities/names/n95000164
Napton, Johnny, 1924-	http://id.loc.gov/authorities/names/no2007083780
Naset, Clayton E., 1895-1966	http://id.loc.gov/authorities/names/no2009007356
Nash, Ogden, 1902-1971	http://id.loc.gov/authorities/names/n79134950
Nathan, Charles	http://id.loc.gov/authorities/names/no2005120178
Nathan, Jos. S. (Joseph S.)	http://id.loc.gov/authorities/names/no2002026212
Natwick, Grim	http://id.loc.gov/authorities/names/no89002242
